"CUESTIONARIO","CCAA","TIPO","TIPOINT","DCP1","DCP2","DCP3","DCP4","CFZP05","CFZP06","CFZP07","CFZP08","CFZP09","CFZP10","CFZP11","CMPP12","CMPP13","CMPP14","CMPP15","CMPP16","BENCOP17","BENCOP18","BENCOP19","BENCOP20","BENCOP21","BENCOP22","BENSOP23","BENSOP24","BENSOP25","BENSOP26","BENSOP27","BENTEP28","BENTEP29","BENTEP30","BENTEP31","BENTEP32","SACRELP33","SACRELP34","SACRELP35","SACCOSP36","SACCOSP37","SACCOSP38","VALRELP39","VALRELP40","VALRELP41","VALRELP42","SATP43","SATP44","SATP45","SATP46","SATP47","SATP48","LOYP49","LOYP50","LOYP51","REQP52","REQP53","REQP54","REQP55","REQP56","REQP57","REAP58","REAP59","REAP60","REAP61","RSQP62","RSQP63","RSQP64","RSQP65","RLP66","RLP67","RLP68","RLP69","RLP70","RLP71","RLP72","RLP73","REGP74","REGP75","REGP76","REGP77","TICP78","TICP79","TICP80","TICP81","TICP82","TICP83","TICP84","TICP85","TICP86","ITTICP87","ITTICP88","ITTICP89","ITTICP90","ITTICP91","ITTICP92","ITTICP93","ITTICP94","ITTICP95","ITTICP96","ITTICP97","ITTICP98","ITTICP99","ITTICP100","ITTICP101","ITTICP102","ITTICP103","ITTICP104","ITTICP105","INRELP106","INRELP107","INRELP108","INRELP109","INRELP110","INRELP111","CAPRELP112","CAPRELP113","CAPRELP114","CAPRELP115","CAPRELP116","CAPRELP117","CAPRELP118","CAPRELP119","CAPRELP120","CAPRELP121","EMPRESA","DIRECCION","CP","TEL","MUNICIPIO","PROVINCIA","ENTREVISTADO","PROVEEDOR","VENTAS2013","INVERSTIC2013","lon","lat"
29,Comunitat Valenciana,Tienda independiente,Tienda independiente,Alimentación,5,80,2,5,5,Neutral,Neutral,5,6,6,5,6,6,6,5,6,5,6,6,7,6,5,5,Neutral,5,Neutral,5,5,5,5,5,6,6,6,5,Neutral,6,5,5,5,5,Neutral,5,2,6,6,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,1,1,6,6,1,1,5,1,1,6,5,1,1,6,6,1,1,1,1,2,2,2,3,3,3,5,6,6,7,5,Neutral,5,5,7,Neutral,"BELLUGA GOURMET","PL. BELLUGA, 1",12400,"964 71 20 45","SEGORBE","CASTELLÓ","TERESA BLASCO - GERENTE","COOPERATIVA ALTURA - ALTURA",NA,NA,-0.487379,39.8532201
30,Comunitat Valenciana,Tienda independiente,Tienda independiente,Alimentación,50,20,50,6,6,6,6,6,6,7,5.266,7,7,7,5.165,7,7,6,7,7,6,6,6,6,7,4.402,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,7,7,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,5,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,Neutral,Neutral,3,3,3,Neutral,Neutral,3,3,Neutral,Neutral,3.424,3.583,4.528,1,1,1,1,7,2,5,6,1,2,5,1,1,6,6,1,1,1,1,1,1,2,2,2,2,7,6,7,7,6,6,6,6,6,5,"SALAZONES Y AHUMADOS CABEDO, C. B.","ERMITA, 162",12540,"964 52 80 33","VILA-REAL","CASTELLÓ","ESTHER CABEDO - PROPIETARIA","NO CONSTA - COM. VALENCIANA",NA,NA,-0.1049735,39.9442108
31,Comunitat Valenciana,Tienda independiente,Tienda independiente,Alimentación,18,20,60,6,6,5,Neutral,6,6,6,5,6,6,6,5,6,6,6,5,6,2,6,6,6,6,Neutral,2,2,2,2,2,6,6,6,6,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,Neutral,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,6,6,6,6,6,1,"LA GRANADINA","GIRONA, 7",3001,"965 21 11 31","ALACANT","ALACANT","BEATRIZ - PROPIETARIA","EXCLUSIVAS ALICANTINAS - ALACANT",NA,NA,-0.4848009,38.3445314
32,Comunitat Valenciana,Tienda independiente,Tienda independiente,Alimentación,1,50,10,5,Neutral,Neutral,Neutral,5,7,5,2,5,5,5,2,5,5,6,5,6,6,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,6,3,5,6,3,3,3,3,5,6,2,6,5,5,Neutral,Neutral,Neutral,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,5,6,6,5,5,2,2,1,1,1,1,1,1,7,6,1,1,7,7,1,1,1,1,5,5,5,6,6,6,5,5,5,7,Neutral,5,5,5,7,6,"PESCADOS CORONA","ALFONSO EL SABIO, 10",3004,"965 20 17 62","ALACANT","ALACANT","ANTONIO MARTÍNEZ - ENCARGADO","LONJA SANTA POLA - SANTA POLA",NA,40000,-0.4860974,38.3481059
33,Comunitat Valenciana,Tienda independiente,Tienda independiente,Alimentación,15,40,99,Neutral,5,Neutral,Neutral,5,6,5,2,Neutral,Neutral,Neutral,2,5,5,5,2,5,5,5,5,Neutral,5,5,2,2,2,2,2,5,5,5,5,Neutral,5,3,3,3,3,Neutral,5,1,6,5,Neutral,5,5,5,3,3,Neutral,3,3,3,3,3,3,2,2,2,2,Neutral,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,2,2,2,2,2,2,Neutral,Neutral,Neutral,6,5,Neutral,Neutral,Neutral,6,3,"BOUTIQUE DEL VINO SELECCIÓN","MIGUEL HERNÁNDEZ, 60",3201,"965 44 36 19","ELX","ALACANT","JUAN JOSÉ BROTONS - ENCARGADO","NO CONSTA - MURCIA",NA,NA,-0.6839758,38.274814
34,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Alimentación,5,70,18,5,5,5.821,5,6.124,6,5,6,5.991,6,6.17,6,5,6,5,5,6,5,5,5,6,6,5,2,2,2,5,5,6,6,6,6,5,6,5,5,5,5,5,6,6,6,6,6,6,6,6,Neutral,Neutral,6,Neutral,Neutral,5,Neutral,Neutral,Neutral,Neutral,6,6,6,6,5,5,5,5,5,5,5,Neutral,5,Neutral,Neutral,Neutral,3,2,2,3,5,3,3,6,6,1,1,7,7,1,1,1,7,1,1,1,1,1,7,7,1,1,1,1,2,2,2,3,3,3,6,6,6,6,6,6,6,6,6,5,"DIAPRIX","MIGUEL HERNÁNDEZ,",3201,"966 63 70 04","ELX","ALACANT","JOSÉ - JEFE TIENDA","BERLYS - ALACANT",2e+06,NA,-0.6839758,38.274814
35,Comunitat Valenciana,Tienda independiente,Tienda independiente,Alimentación,7,90,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,3,3,3,3,3,5,7,6,6,5,7,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,6,6,6,6,7,7,7,6,7,7,7,5,7,6,6,6,Neutral,Neutral,Neutral,Neutral,5,5,5,5,5,1,1,7,7,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,3,3,3,Neutral,Neutral,Neutral,6,6,6,6,7,6,6,6,6,Neutral,"MONOLITH","LA VILA JOIOSA, 63-69",3530,"966 89 71 45","LA NÚCIA","ALACANT","ADELA - CONTABLE","MONOLITH - ALEMANIA",3500000,NA,-0.2285807,38.5079606
36,Comunitat Valenciana,Tienda independiente,Tienda independiente,Alimentación,12,60,99,6,6,7,6,7,7,6,6,6,6,6,6,7,6,7,6,6,6,1,1,1,6,6,6,6,1,1,1,1,7,5,7,1,7,6,6,6,7,7,7,5,5,5,6,7,7,7,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,7,6,5,6,7,6,5,6,5,1,1,1,1,1,1,1,1,7,7,7,7,1,7,1,7,1,1,1,5,5,5,5,5,5,5,5,1,6,7,7,7,5,5,5,"SUPERMERCADO SALADAR, S. L. U.","CTERA. PORTITXOL, 83",3737,"965 77 00 52","XÀBIA","ALACANT","PAULA CARDONA - ADMINISTRACIÓN","CASH EUROPA - MURCIA",NA,NA,0.1991014,38.7609138
37,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,8,90,4,6,6,6,6,6,7,7,6,6,6,6,6,7,7,7,2,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,5,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,Neutral,Neutral,5,5,6,6,6,6,7,7,6,5,Neutral,Neutral,Neutral,Neutral,6,Neutral,Neutral,Neutral,5,Neutral,Neutral,Neutral,5,5,2,5,6,1,1,5,1,1,7,1,1,2,5,5,1,1,1,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,6,6,6,6,6,Neutral,5,5,7,Neutral,"AT - 50 %","AV. DANIEL GIL, 44",46870,"962 38 85 18","ONTINYENT","VALÈNCIA","ISABEL - RESPONSABLE TIENDA","ATRIUM - ONTINYENT",NA,NA,-0.6012132,38.8221682
38,Comunitat Valenciana,Tienda franquiciada,Tienda integrada,Textil y Calzado,8,Proveedor exclusivo,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,6,1,1,1,Neutral,5,5,5,6,6,1,1,1,7,7,7,Neutral,1,1,7,7,1,1,7,7,1,1,1,1,1,1,1,5,5,5,7,7,6,7,7,7,6,6,7,6,"BOBOLI BONAIRE","C. COM. BONAIRE",46,"961 59 79 55","ALDAIA","VALÈNCIA","MAITE - JEFA TIENDA","BOBOLI - BARCELONA",NA,NA,-0.4887059,39.4716041
39,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,10,Proveedor exclusivo,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,6,6,6,6,6,6,7,7,6,5,6,7,7,7,7,5,5,2,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,Neutral,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,2,2,2,2,6,6,6,6,7,5,5,5,6,3,"BRILLO","EXPLORADOR ANDRÉS, 36",46022,"963 71 61 87","VALÈNCIA","VALÈNCIA","ANA - ENCARGADA","NUDE - VALÈNCIA",NA,NA,-0.3451416,39.4712903
40,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,34,25,30,5,5,Neutral,3,5,7,6,3,5,5,6,3,5,6,6,Neutral,5,6,5,5,3,5,Neutral,3,3,3,3,3,6,6,5,5,Neutral,6,3,3,3,3,5,6,2,7,7,7,6,6,6,5,5,5,5,5,5,5,5,Neutral,Neutral,5,5,5,6,6,6,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,2,2,2,2,2,2,5,5,6,6,6,5.072,5.341,5.357,6,3,"CALZADOS LIÉBANA","LAMBERT PALMART, 5",46022,"963 22 28 06","VALÈNCIA","VALÈNCIA","MARÍA GONZÁLEZ - PROPIETARIA","VICTORIA - NO CONSTA",NA,NA,-0.3450624,39.4708392
41,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,20,40,30,6,5,5,5,6,7,7,5,6,7,6,6,6,6,5,Neutral,5,6,5,5,5,5,5,2,2,3,3,3,5,6,5,5,Neutral,6,5,5,5,5,7,7,5,6,7,7,6,6,6,7,7,7,7,7,7,7,6,6,5,6,5,6,7,7,6,5,5,6,6,6,5,6,Neutral,Neutral,Neutral,3,3,3,3,5,Neutral,Neutral,Neutral,Neutral,1,1,5,3,1,1,2,1,1,7,1,1,1,5,1,1,5,1,2,3,3,3,Neutral,Neutral,Neutral,6,6,7,6,5,Neutral,5,5,6,6,"CHAPEAU FASHION, S. L.","HERNÁN CORTÉS, 5",46004,"963 51 47 74","VALÈNCIA","VALÈNCIA","LUCÍA - JEFA ADMINISTRACIÓN","PRADA - ITALIA",NA,NA,-0.3714787,39.4687314
42,Comunitat Valenciana,Otros,Tienda integrada,Textil y Calzado,3,35,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5.548,1,1,7,6,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Neutral,Neutral,Neutral,1,7,7,7,1,5,7,7,7,1,1,1,7,1,1,7,7,1,1,7,7,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,7,7,1,7,7,7,6,"COMPAÑÍA GENERAL DE ZAPATOS, S.L.","DON JUAN DE AUSTRIA, 38",46002,"963 52 06 79","VALÈNCIA","VALÈNCIA","MAR MEDRANO - GERENTE","COLONIL - ALEMANIA",1e+06,20000,-0.3712142,39.4702127
43,Comunitat Valenciana,Tienda franquiciada,Tienda integrada,Textil y Calzado,2,Proveedor exclusivo,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,1,7,7,7,1,1,1,7,7,7,1,1,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,"EL GANSO","JORGE JUAN, 14",46004,"963 51 30 04","VALÈNCIA","VALÈNCIA","EVA - ENCARGADA","EL GANSO - MADRID",NA,NA,-0.3695576,39.4690153
44,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Textil y Calzado,8,15,80,6,6,6,6,5,6,6,5,Neutral,6,5,6,6,6,6,5,6,6,6,5,6,5,6,6,5,6,5,6,5,6,6,6,6,6,Neutral,Neutral,3,Neutral,3,Neutral,Neutral,Neutral,6.243,Neutral,Neutral,Neutral,5,Neutral,Neutral,5,5,5,Neutral,3,3,3,Neutral,Neutral,Neutral,6,5,5,5,Neutral,5,5,5,6,Neutral,5,Neutral,6,Neutral,1,1,1,2,5,5,Neutral,Neutral,Neutral,1,1,1,Neutral,1,1,1,1,1,Neutral,Neutral,1,1,1,1,1,1,1,2,2,2,1,5,5,Neutral,6,6,6,7,5,Neutral,Neutral,Neutral,5,6,"FACTORY STORE, S. L.","SAN FERNANDO, 13",46001,"963 65 03 00","VALÈNCIA","VALÈNCIA","JOSÉ IGNACIO - DPTO. MARKETING","NO CONSTA - MADRID",NA,NA,-0.3769963,39.4728946
45,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Textil y Calzado,3,8,99,7,7,7,7,7,7,7,Neutral,7,7,7,Neutral,7,7,7,Neutral,7,7,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,7,7,7,7,7,7,1,1,1,1,Neutral,1,1,2,2,1,7,7,7,7,Neutral,6,5,5,7,7,6,1,7,7,7,7,7,7,7,Neutral,7,5,6,7,7,Neutral,1,1,1,1,7,7,1,1,7,7,1,1,7,7,7,1,Neutral,1,Neutral,Neutral,Neutral,7,7,7,7,7,7,7,Neutral,1,7,7,7,7,"SPRINGFIELD NUEVO CENTRO","AV. PÍO XII",46,"963 40 10 16","VALÈNCIA","VALÈNCIA","PATRICIA ALARCÓN - GERENTE","GRUPO CORTEFIEL - NO CONSTA",NA,NA,-0.3949694,39.4850512
46,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Textil y Calzado,35,10,20,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,3,7,7,5,5,6,6,5,7,6,5,5,Neutral,6,6,5,5,5,6,6,5,5,5,5,6,Neutral,7,7,7,7,7,7,6,7,7,6,7,6,6,6,6,5,5,5,5,6,6,5,5,5,6,5,5,3,5,5,5,5,2,2,2,2,5,5,5,5,5,1,1,6,2,1,1,3,1,1,7,6,1,1,6,5,1,6,1,3,2,2,2,5,5,5,6,5,5,5,6,5,Neutral,Neutral,5,3,"LA HUERTA VALENCIANA","LINTERNA, 28",46001,"963 51 14 52","VALÈNCIA","VALÈNCIA","LOLA SÁNCHEZ IBORRA - GERENTE","REIG MARTÍ - ALBAIDA",987000,1000,-0.3792147,39.4723617
47,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,6,60,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,3,Neutral,3,Neutral,3,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,Neutral,Neutral,Neutral,5,5,5,5,5,5,5,"NANOS","LLUÍS OLIAG, 58",46,"963 73 05 51","VALÈNCIA","VALÈNCIA","MARTA - JEFA TIENDA","BONNET POMPÓN - VALÈNCIA, FRANCIA",NA,2000,-0.3616486,39.4611323
48,Comunitat Valenciana,Tienda franquiciada,Tienda integrada,Textil y Calzado,25,Proveedor exclusivo,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,6,6,Neutral,7,7,7,7,6,7,7,7,7,7,7,Neutral,7,7,7,7,7,7,7,7,7,6,6,7,7,1,7,7,7,1,1,7,1,1,7,7,1,1,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"P. G. 18, S. L.","PASCUAL Y GENÍS, 18",46002,"963 51 25 19","VALÈNCIA","VALÈNCIA","ROSA MORERA - GERENTE","MAX MARA - ITALIA",6e+05,4500,-0.3739844,39.4687386
49,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Textil y Calzado,3,61.76,17.42,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,1,3,3,Neutral,Neutral,3,5,5,1,Neutral,3,3,3,3,3,3,3,3,5,6,6,6,6,6,5,5,5,5,"PAPOS","PÉREZ BAYER, 9",46002,"963 52 22 76","VALÈNCIA","VALÈNCIA","JOSÉ LUIS - DPTO. COMERCIAL","DESLAN TEXTIL - VALÈNCIA",NA,1500,-0.3715944,39.4699069
50,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,20,80,10,5,Neutral,Neutral,5,6,7,6,5,5,5,5,5,6,6,5,Neutral,6,5,5,Neutral,Neutral,5,Neutral,3,3,3,3,3,5,5,5,Neutral,Neutral,5,Neutral,Neutral,Neutral,Neutral,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,Neutral,3,3,3,5,6,6,3,Neutral,6,6,6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,3,Neutral,2,2,2,2,1,1,1,1,1,1,1,1,1,7,1,1,Neutral,7,6,1,1,1,5,2,2,2,2,2,2,6,6,6,5,6,Neutral,3,3,6,3,"PRESTIGE COURTAIN, S. L.","LLANTERNERS, 7",46110,"963 63 31 16","VALÈNCIA","VALÈNCIA","EUGENIA RUIZ - JEFA ADMÓN.","MOTTURA - BARCELONA, ITALIA",NA,NA,-0.4150585,39.5276136
51,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Textil y Calzado,46,Proveedor exclusivo,0,7,5,5,5,6,7,6.113,7,7,7,6.17,7,7,7,7,7,7,7,7,7,7,7,7,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,7,7,Neutral,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,1,7,7,1,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"PRONOVIAS","XÀTIVA, 1",46002,"963 51 06 90","VALÈNCIA","VALÈNCIA","AMPARO - DIRECTORA","PRONOVIAS - BARCELONA",1e+06,NA,-0.379346,39.4683927
52,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Textil y Calzado,15,Proveedor exclusivo,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Neutral,7,7,Neutral,Neutral,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,6,6,6,7,7,7,7,7,7,7,7,7,1,Neutral,5,7,7,7,5,7,7,7,7,7,7,Neutral,1,1,7,7,1,7,1,7,1,1,1,1,1,1,1,5,5,5,7,7,7,7,7,1,Neutral,Neutral,7,5,"SFERA JOVEN","MENORCA, 19",46023,"963 30 90 19","VALÈNCIA","VALÈNCIA","ARANTXA GÓMEZ - JEFA TIENDA","EL CORTE INGLÉS - MADRID",NA,NA,-0.345862,39.4566515
53,Comunitat Valenciana,Tienda integrada en una cooperativa de consumidores,Tienda integrada,Textil y Calzado,20,Proveedor exclusivo,0,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,7,7,7,7,7,7,5,7,7,6,6,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,6,6,6,7,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,1,6,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,"UTERQÜE","PL. LOS PINAZO, 5",46003,"963 94 26 66","VALÈNCIA","VALÈNCIA","CHARO - ENCARGADA","INDITEC - VALÈNCIA",1e+06,NA,-0.3707684,39.4705056
54,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,12,50,10,5,5,5,Neutral,5,7,6,5,5,5,5,5,5,6,6,5,6,6,6,6,6,6,5,3,3,3,3,3,3,5,5,Neutral,5,6,5,5,5,5,5,6,6,2,6,6,6,6,6,5,5,6,5,5,5,5,5,Neutral,Neutral,3,3,3,5,5,5,5,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,2,2,2,2,2,2,3,3,5,1,1,1,1,1,6,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,2,2,2,2,5,5,5,7,6,5,5,5,6,3,"VALDIMEX, S. L. - POMELO'S","EXPLORADOR ANDRÉS, 34",46022,"963 55 91 95","VALÈNCIA","VALÈNCIA","SONIA - ADMINISTRADORA","CALZADOS DURÁN - ELX",NA,NA,-0.3454161,39.4713697
55,Comunitat Valenciana,Tienda franquiciada,Tienda integrada,Textil y Calzado,8,15,20,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,5,6,5,7,Neutral,Neutral,Neutral,Neutral,5,5,Neutral,5,5,5,5,5,2,2,2,2,2,3,Neutral,Neutral,3,Neutral,3,Neutral,Neutral,2,2,Neutral,3,3,3,Neutral,Neutral,Neutral,5,Neutral,3,Neutral,Neutral,Neutral,5,Neutral,Neutral,5,5,5,5,5,Neutral,5,5,5,5,Neutral,Neutral,Neutral,3,Neutral,3,Neutral,1,1,1,1,1,Neutral,1,1,1,Neutral,1,2,1,1,1,1,2,2,2,4.131,3,3,Neutral,3,3,3,Neutral,3,Neutral,2,2,5,6,5,5,"CHAROL DESIGN, S. L.","P. I. 10",46220,"961 22 11 05","PICASSENT","VALÈNCIA","JOSÉ LUIS - RESP. DPTO. PRODUCCIÓN","NO CONSTA - ASIA",NA,NA,-0.4463177,39.3579331
56,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,5,15,50,3,3,2,2,3,6,3,5,5,5,5,5,5,3,Neutral,2,5,5,3,5,3,5,3,5,5,3,3,3,5,6,5,Neutral,5,5,Neutral,Neutral,Neutral,Neutral,5,5,6,6,Neutral,5,5,5,5,5,5,5,5,5,5,5,Neutral,3,3,2,2,2,5,5,5,Neutral,3,5,5,5,3,3,3,3,3,3,2,Neutral,5,Neutral,3,Neutral,5,Neutral,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,3,3,Neutral,Neutral,Neutral,5,Neutral,5,6,5,2,5,5,6,3,"MERIDIANO 0","SANAHUJA, 55",12004,"964 26 11 16","CASTELLÓ PLANA","CASTELLÓ","LUIS - ADMINISTRADOR","NO CONSTA - U.S.A.",1e+05,1000,-0.0359859,39.9900225
57,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,10,60,3,5,Neutral,Neutral,Neutral,5,5,5,3,5,5,5,3,5,5,5,Neutral,6,5,5,5,5,5,Neutral,5,5,Neutral,3,3,5,6,6,Neutral,5,5,Neutral,Neutral,Neutral,Neutral,5,5,6,7,6,6,6,6,6,3,3,3,3,3,3,3,2,2,2,3,3,3,Neutral,Neutral,Neutral,3,3,Neutral,Neutral,Neutral,3,3,3,3,3,Neutral,3,2,Neutral,Neutral,3,3,5,Neutral,3,1,1,1,1,1,1,1,1,6,Neutral,1,1,7,Neutral,1,1,1,7,3,3,3,3,3,3,5,6,6,7,6,2,5,6,5,3,"EKIPA","SAN CRISTÓBAL, 16",12600,"964 69 61 69","LA VALL D'UIXÓ","CASTELLÓ","JOSÉ -  GERENTE","INDUSTRIAL NSTARTER - EL PUIG",60000,1000,-0.2335175,39.8243552
58,Comunitat Valenciana,Tienda independiente,Tienda independiente,Textil y Calzado,10,60,12,5,Neutral,5,Neutral,5,7,6,2,5,6,6,3,5,5,5,Neutral,6,5,5,5,Neutral,5,Neutral,5,5,3,3,3,5,6,6,5,Neutral,6,5,5,5,5,6,6,6,6,6,6,6,6,6,5,Neutral,6,Neutral,6,5,6,5,Neutral,3,3,3,3,5,5,5,Neutral,Neutral,5,5,5,5,5,Neutral,Neutral,Neutral,5,Neutral,5,5,5,Neutral,5,5,3,1,2,6,6,1,6,6,1,6,6,6,1,2,7,1,1,1,1,1,5,5,5,5,5,5,5,6,6,6,6,Neutral,5,5,6,5,"SUPERDECOR","AGRICULTOR, 1",12600,"964 69 03 44","LA VALL D'UIXÓ","CASTELLÓ","GABRIEL - GERENTE","INTERFABRICS - ALCOI",1e+05,1000,-0.2293063,39.8228846
